name,glass-size (oz),category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,special ingredients,instructions,glass,glass-size (oz).1
green dragon cocktail,6,cocktail classics,1/2 oz,lemon juice,1/2 oz,kummel,1/2 oz,green creme de menthe,1 1/2 oz,dry gin,4 oz,orange bitters,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
grasshopper cocktail,6,cocktail classics,3/4 oz,green creme de menthe,3/4 oz,white creme de cacao,3/4 oz,light sweet cream,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
jamaican crawler,14,rum - daiquiris,1 oz,light rum,1 oz,melon liqueur,3 oz,pineapple juice,1 oz,grenadine,,,,,,shake first three ingredients with ice and pour into collins glass. add grenadine and stir.,collins glass,14
golden slipper cocktail,6,cocktail classics,3/4 oz,yellow chartreuse,2 oz,apricot flavored brandy,,,,,,,,,egg yolk,stir with ice and strain into cocktail glass. top with an unbroken egg yolk.,cocktail glass,6
jade,6,rum - daiquiris,1 1/2 oz,light rum,1/2 oz,lime juice,1/2 oz,green creme de menthe,1/2 oz,triple sec,1/2 oz,simple syrup scant,,,lime slice,shake with ice and strain into chilled cocktail glass. garnish with a lime slice.,cocktail glass,6
jacqueline,6,rum - daiquiris,2 oz,dark rum,1 oz,triple sec,1 oz,lime juice,1 oz,simple syrup,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
jack sparrow flip,7,rum - daiquiris,2 oz,dark rum,3/4 oz,madeira,3/4 oz,simple syrup,1 oz,egg,2 oz,angostura bitters,,,nutmeg,shake without ice. then shake with ice and strain into highball glass. top with nutmeg.,highball glass,7
irresistible,6,rum - daiquiris,1 1/2 oz,light rum,1/2 oz,sweet vermouth,1/4 oz,benedictine,1/4 oz,lemon juice,,lemon twist,,,lemon twist,shake and strain into cocktail glass. garnish with a lemon twist.,cocktail glass,6
carroll cocktail,6,brandy,1 1/2 oz,brandy,3/4 oz,sweet vermouth,,maraschino cherry,,,,,,,cherry,stir with ice and strain into chilled cocktail glass. garnish with a cherry.,cocktail glass,6
hush and wonder,6,rum - daiquiris,1 oz,creme de violette,2 oz,light rum,3/4 oz,lime juice,3/4 oz,simple syrup,3 oz,grapefruit bitters,,,,pour creme de violette into chilled cocktail glass and swirl to coat; discard excess liqueur. shake remaining ingredients with ice and strain into glass.,cocktail glass,6
hurricane leah,14,rum - daiquiris,1/4 oz,"each light rum, gin, vodka, blanco tequila, blue curacao",1 oz,cherry-flavored brandy,1 1/2 oz,simple syrup,1 1/2 oz,lemon juice,3 oz,orange juice,,,orange slice,"pour ingredients, in order given, into ice-filled hurricane glass and stir. garnish with an orange slice.",hurricane glass,14
gimlet cocktail,6,cocktail classics,1 oz,rose's lime juice,1 oz,powdered sugar,1 1/2 oz,dry gin,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
hurricane,14,rum - daiquiris,1 1/2 oz,"each dark rum, light rum",1 oz,passion fruit syrup,1 oz,lime juice,3/4 oz,orange juice,1/2 oz,"each simple syrup, grenadine",,,"orange slice, cherry",shake with ice and strain into ice-filled hurricane glass. garnish with an orange slice and a cherry.,hurricane glass,14
hop toad,6,rum - daiquiris,3/4 oz,light rum,3/4 oz,apricot-flavored brandy,1/2 oz,lime juice,,,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
the holy roller,6,rum - daiquiris,1 1/2 oz,cachaca,3/4 oz,lime juice,1/2 oz,honey syrup,4 mint leaves,,2 oz,angostura bitters,1/2 oz,champagne or sparkling wine,mint,shake first five ingredients with ice. strain into chilled cocktail glass. top with champagne or sparkling wine. garnish with mint.,cocktail glass,6
hemingway's nog,6,rum - daiquiris,1 1/2 oz,dark rum,3/4 oz,vanilla liqueur,1/4 oz,simple syrup,1 oz,creme fraiche,3 oz,tiki bitters,,,nutmeg,shake with ice and strain into chilled cocktail glass. top with nutmeg.,cocktail glass,6
flying scotchman cocktail,6,cocktail classics,1 oz,sweet vermouth,1 oz,desmond & duff scotch whisky,1 oz,bitters,1/4 oz,sugar syrup,,,,,,stir with ice and strain into cocktail glass.,cocktail glass,6
flying grasshopper cocktail,6,cocktail classics,3/4 oz,green creme de menthe,3/4 oz,white creme de cacao,3/4 oz,vodka,,,,,,,,stir with ice and strain into cocktail glass.,cocktail glass,6
havana cocktail,6,rum - daiquiris,3/4 oz,light rum,1 1/2 oz,pineapple juice,1/4 oz,lemon juice,,,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
harvest nectar,10,rum - daiquiris,1 1/2 oz,light rum,1 oz,pineapple juice,1 oz,cranberry juice,1 oz,orange juice,1 oz,lemon-lime soda,,,,shake with ice and strain into ice-filled beer mug.,beer mug,10
fancy brandy cocktail,6,cocktail classics,2 oz,five star brandy,1 oz,bitters,1/4 oz,triple sec,1/4 oz,powdered sugar,,,,,lemon twist,shake with ice and strain into cocktail glass. garnish with a lemon twist.,cocktail glass,6
fallen angel cocktail,6,cocktail classics,1 oz,lime juice,1 1/2 oz,dry gin,1 oz,bitters,1/2 oz,white creme de menthe,,,,,cherry,shake with ice and strain into cocktail glass. garnish with a cherry.,cocktail glass,6
the poncho,6,tequila,2 oz,reposado tequila,1/2 oz,dry vermouth,1/2 oz,maraschino liqueur,2 oz,peychaud's bitters,,,,,cherry,stir with ice and strain into chilled cocktail glass. garnish with a cherry.,cocktail glass,6
hai karate,14,rum - daiquiris,2 oz,dark rum,1 oz,lime juice,1 oz,pineapple juice,1 oz,orange juice,1 oz,maple syrup,1 oz,angostura bitters,"cherry, orange slice",shake with ice and strain into ice-filled collins glass. garnish with a cherry and an orange slice.,collins glass,14
cara sposa,6,brandy,1 oz,coffee-flavored brandy,3/4 oz,triple sec,1/2 oz,half-and-half,,,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
traditional martini (dry),6,cocktail classics,1 oz,gin,1 oz,dry vermouth,1 oz,orange bitters,,,,,,,lemon twist,stir with ice and strain into chilled cocktail glass. garnish with a lemon twist.,cocktail glass,6
pina agave,6,tequila,2 oz,cucumber,1 1/2 oz,blanco tequila,1 oz,pineapple juice,3/4 oz,lemon juice,1/2 oz,agave nectar,,lemon-lime soda,cucumber,muddle 2 cucumber slices in mixing glass. add the next four ingredients. shake with ice and strain into chilled cocktail glass. top with soda and garnish with a cucumber slice.,cocktail glass,6
grande guignol,6,rum - daiquiris,1 1/2 oz,dark rum,3/4 oz,yellow chartreuse,3/4 oz,cherry heering,3/4 oz,lime juice,,,,,lime slice,shake with ice and strain into chilled cocktail glass. garnish with a lime slice.,cocktail glass,6
pancho villa,6,tequila,1 oz,anejo tequila,3/4 oz,aperol,3/4 oz,sweet vermouth,1 oz,peach bitters,,,,,grapefruit twist,stir with ice and strain into chilled cocktail glass. garnish with a grapefruit twist.,cocktail glass,6
paloma (natural),14,tequila,2 oz,blanco tequila,2 oz,white or ruby red grapefruit juice,,soda water,,,,,,,lime slice,pour tequila and grapefruit juice into ice-filled collins glass. fill with soda water and stir briefly. garnish with a lime slice,collins glass,14
golden friendship,14,rum - daiquiris,1 oz,light rum,1 oz,sweet vermouth,1 oz,amaretto,ginger ale,,,,,,"orange slice, cherry","stir first three ingredients in ice-filled collins glass with ice, then fill with ginger ale. garnish with an orange slice and a cherry.",collins glass,14
paloma,14,tequila,2 oz,blanco tequila,,grapefruit-flavored soda,,,,,,,,,lime slice,pour tequila into ice-filled collins glass. fill glass with soda and stir briefly. garnish with a lime slice,collins glass,14
pacific sunshine,14,tequila,,,1 1/2 oz,blanco tequila,1 1/2 oz,blue curacao,3/4 oz,simple syrup,3/4 oz,lemon juice,1 oz,angostura bitters,"preserved lemon slice, salt",rim chilled hurricane or parfait glass with lemon and salt; reserve lemon. shake remaining ingredients with ice in mixing glass. pour with ice into glass. garnish with a preserved lemon slice.,hurricane glass,14
golden eclipse,6,rum - daiquiris,1 1/2 oz,dark rum,1/4 oz,amaro,1/2 oz,lemon juice,1 oz,orange bitters,3 oz,sparkling apple cider,,,apple slice,shake first four ingredients with ice. strain into chilled cocktail glass. top with cider. garnish with an apple slice.,cocktail glass,6
diplomat cocktail,6,cocktail classics,1 1/2 oz,dry vermouth,1/2 oz,sweet vermouth,2 oz,bitters,1/2 oz,maraschino,,,,,"lemon slice, cherry",stir with ice and strain into cocktail glass. garnish with a lemon slice and a cherry.,cocktail glass,6
oldest temptation,6,tequila,2 oz,anejo tequila,1 oz,apple juice,1/2 oz,lemon juice,1/2 oz,triple sec,1/4 oz,simple syrup,1 oz,angostura bitters,flamed lemon twist,shake with ice and strain into chilled cocktail glass. garnish with a flamed lemon twist.,cocktail glass,6
ginger grapefruit rickey,7,rum - daiquiris,2 oz,light rum,2 oz,grapefruit juice,1 oz,ginger liqueur,1/2 oz,lime juice,,soda water,,,,shake first four ingredients with ice. strain into ice-filled highball glass and top with soda water.,highball glass,7
calvados cocktail,6,brandy,1 1/2 oz,calvados,1 1/2 oz,orange juice,3/4 oz,triple sec,1 oz,orange bitters,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
daiquiri cocktail,6,cocktail classics,1 oz,lime juice,1 oz,powdered sugar,1 1/2 oz,rum,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
the oaxaca old-fashioned,6,tequila,1 1/2 oz,reposado tequila,1/2 oz,mezcal,1/4 oz,agave nectar,2 oz,angostura bitters,,,,,flamed orange twist,stir with ice and strain into chilled old-fashioned glass. garnish with a flamed orange twist.,old-fashioned glass,6
cuban special cocktail,6,cocktail classics,1 oz,pineapple juice,1/2 oz,lime juice,1 oz,rum,1/2 oz,triple sec,,,,,"pineapple slice, cherry",shake with ice and strain into cocktail glass. garnish with a pineapple slice and a cherry.,cocktail glass,6
gaugin,6,rum - daiquiris,2 oz,light rum,1/2 oz,lemon juice,1/2 oz,lime juice,1/2 oz,passion fruit syrup,,,,,cherry,combine ingredients with 1 cup crushed ice in blender on low speed. serve in chilled old-fashioned glass. garnish with a cherry.,old-fashioned glass,6
the nomad south,6,tequila,2 oz,blanco tequila,1 oz,orange juice,1/2 oz,blood orange juice,1/2 oz,agave nectar,1/2 oz,lime juice,1 oz,whiskey barrel bitters,,shake well with ice and strain into ice-filled old-fashioned glass.,old-fashioned glass,6
creole lady cocktail,6,cocktail classics,1 1/2 oz,old kentucky tavern bourbon whiskey,1 1/2 oz,madeira,1 oz,grenadine,,,,,,,cherry,stir with ice and strain into cocktail glass. garnish with a green cherry and a red cherry.,cocktail glass,6
no. 8,6,tequila,2 oz,reposado tequila,3/4 oz,palo cortado or oloroso sherry,1/2 oz,honey liqueur,2 oz,orange bitters,,,,,lemon twist,stir with ice and strain into chilled cocktail glass. garnish with a lemon twist.,cocktail glass,6
fog cutter,14,rum - daiquiris,1 1/2 oz,light rum,1/2 oz,brandy,1/2 oz,gin,1 1/2 oz,lemon juice,1 oz,each orange juice and sherry,1 1/2 oz,almond or orgeat syrup,,shake first six ingredients with ice and strain into ice-filled collins glass. top with sherry.,collins glass,14
mexicola,14,tequila,2 oz,blanco tequila,1/2 oz,lime juice,cola,,,,,,,,,pour tequila and lime juice into ice-filled collins glass. fill with cola and stir.,collins glass,14
floridita no. 3,6,rum - daiquiris,2 oz,light rum,3/4 oz,lime juice,1/2 oz,grapefruit juice,1/2 oz,maraschino liqueur,1/2 oz,simple syrup,,,lime slice,shake with ice and strain into chilled champagne flute. garnish with a lime slice.,champagne flute,6
mexican monk,6,tequila,2 oz,reposado tequila,1/2 oz,dry sherry,1/4 oz,coffee liqueur,1/4 oz,benedictine,,,,,lemon twist,stir well with ice and strain into chilled cocktail glass. garnish with a lemon twist.,cocktail glass,6
floridita no. 1,6,rum - daiquiris,1 1/2 oz,light rum,1/2 oz,lime juice,1/2 oz,sweet vermouth,1 oz,white creme de cacao,1 oz,grenadine,,,lime twist,shake with ice and strain into chilled cocktail glass. garnish with a lime twist.,cocktail glass,6
mexican madras,6,tequila,1 1/2 oz,blanco tequila,2 oz,cranberry juice,1 oz,orange juice,1/4 oz,lime juice,,,,,orange slice,shake with ice and strain into old-fashioned glass. garnish with an orange slice.,old-fashioned glass,6
cadiz,6,brandy,1/4 oz,blackberry-flavored brandy,1/4 oz,dry sherry,1/2 oz,triple sec,1/2 oz,half-and-half,,,,,,shake with ice and strain into ice-filled old-fashioned glass.,old-fashioned glass,6
chocolate soldier cocktail,6,cocktail classics,1/2 oz,lime juice,3/4 oz,dubonnet,1 1/2 oz,dry gin,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
fireman's sour,6,rum - daiquiris,2 oz,light rum,2 oz,lime juice,1/4 oz,simple syrup,1/4 oz,grenadine,,soda water (optional),,,"lemon slice, cherry","shake first four ingredients with ice and strain into chilled old-fashioned glass. fill with soda water, if desired. garnish with a lemon slice and cherry.",old-fashioned glass,6
fat like buddha,6,rum - daiquiris,2 oz,dark rum,3/4 oz,dubonnet rouge,1/4 oz,benedictine,1/4 oz,triple sec,,,,,flamed orange twist,stir with ice and strain into chilled cocktail glass. garnish with a flamed orange twist.,cocktail glass,6
cherry blossom cocktail,6,cocktail classics,1 1/2 oz,five star brandy,1/2 oz,wild cherry flavored brandy,1 1/2 oz,triple sec,1 1/2 oz,grenadine,2 oz,lemon juice,,,"cherry, powdered sugar",shake with ice and strain into cocktail glass with its rim moistened with cherry liqueur and dipped into powdered sugar. garnish with a maraschino cherry.,cocktail glass,6
fair-and-warmer cocktail,6,rum - daiquiris,1 1/2 oz,light rum,3/4 oz,sweet vermouth,1/2 oz,triple sec,,,,,,,,stir with ice and strain into chilled cocktail glass.,cocktail glass,6
chelsea sidecar cocktail,6,cocktail classics,1/4 oz,lemon juice,3/4 oz,triple sec,3/4 oz,dry gin,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
mexican firing squad,7,tequila,2 oz,blanco tequila,1 oz,simple syrup,3/4 oz,lime juice,1 oz,pomegranate molasses (available at middle eastern grocers),2 oz,angostura bitters,,,lime slice,shake and strain into ice-filled highball glass. garnish with a lime slice.,highball glass,7
mexicana,6,tequila,1/2 oz,blanco tequila,1 oz,lemon juice,1/2 oz,pineapple juice,1 oz,grenadine,,,,,,shake with ice and strain into chilled cocktail glass.,cocktail glass,6
el presidente cocktail no. 2,6,rum - daiquiris,1 1/2 oz,light rum,3/4 oz,dry vermouth,1 oz,angostura bitters,,,,,,,,stir with ice and strain into chilled cocktail glass.,cocktail glass,6
margarita tequila,6,shooters,,,1 1/2 oz,blanco tequila,3/4 oz,cointreau triple sec,3/4 oz,lime juice,,,,,salt,rim chilled cocktail glass with lime and salt. shake remaining ingredients and ice and strain into glass.,cocktail glass,6
lillypad,6,tequila,1 1/2 oz,blanco tequila,1/2 oz,each lillet blanc and lillet rouge,1 1/2 oz,apple juice,3/4 oz,lime juice,1/4 oz,agave nectar,,,blood orange slice,shake with ice and strain into chilled cocktail glass. garnish with a blood orange slice,cocktail glass,6
x. y. z. cocktail,6,cocktail classics,1 oz,lemon juice,1/2 oz,triple sec,1 oz,rum,,,,,,,,shake with ice and strain into cocktail glass.,cocktail glass,6
la ultima palabra,6,tequila,3/4 oz,blanco tequila,3/4 oz,grapefruit juice,3/4 oz,lime juice,3/4 oz,yellow chartreuse,3/4 oz,maraschino liqueur,,,grapefruit twist,shake with ice and strain into chilled cocktail glass. garnish with a grapefruit twist.,cocktail glass,6
la perla,6,tequila,1 1/2 oz,reposado tequila,1 1/2 oz,manzanilla sherry,3/4 oz,pear liqueur,lemon twist,,,,,,lemon twist,stir with ice and strain into chilled cocktail glass. garnish with a lemon twist.,cocktail glass,6
bull's milk,14,brandy,1 1/2 oz,brandy,1 oz,light rum,1/4 oz,simple syrup,3 oz,milk,,,,,"nutmeg, cinnamon",shake with ice and strain into chilled collins glass. top with nutmeg and cinnamon.,collins glass,14
la bomba,6,tequila,,,1 1/4 oz,gold tequila,3/4 oz,triple sec,1 1/2 oz,pineapple juice,1 1/2 oz,orange juice,2 oz,grenadine,"lime slice, salt",rim chilled cocktail glass with lime wedge and sugar. combine next four ingredients with ice and shake briefly. pour with ice into glass. add grenadine and garnish with a lime slice.,cocktail glass,6
jinx cocktail,6,tequila,1 oz,blanco tequila,3/4 oz,blood orange liqueur,3/4 oz,becherovka (czech digestif),1 oz,grapefruit juice,,,,,flamed grapefruit twist,shake with ice and strain into chilled cocktail glass. garnish with a flamed grapefruit twist.,cocktail glass,6
the interesting cocktail,6,tequila,2 oz,blanco tequila,1/2 oz,aperol,1/2 oz,dark creme de cacao,3/4 oz,lemon juice,,,,,grapefruit twist,shake with ice and strain into chilled cocktail glass. garnish with a grapefruit twist.,cocktail glass,6
hot pants,6,tequila,,,1 1/2 oz,blanco tequila,1/2 oz,peppermint schnapps,1/2 oz,grapefruit juice,2 oz,simple syrup,,,salt,rim old-fashioned glass with lime and salt. fill with ice. shake remaining ingredients with ice. strain into glass.,old-fashioned glass,6
high plains drifter no. 1,6,tequila,1 oz,campari,2 oz,blanco tequila,3/4 oz,lime juice,3/4 oz,honey syrup,1 oz,angostura bitters,,,,swirl campari in chilled cocktail glass to coat inside; discard excess campari. shake remaining ingredients with ice and strain into glass.,cocktail glass,6
hairy sunrise,14,tequila,3/4 oz,blanco tequila,3/4 oz,vodka,1/2 oz,triple sec,3 oz,orange juice,1 oz,grenadine,,,lime slice,shake first four ingredients with ice. strain into ice-filled collins glass. top with grenadine. garnish with a lime slice.,collins glass,14
